From,To,Sent At,Message,Direction,inviterProfileUrl,inviteeProfileUrl
Jacob Kantor,Carlos Sandrea,"7/1/26, 11:47 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/carlossandrea01
Jacob Kantor,Anthony J. DiValerio III,"7/1/26, 11:47 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/ajdivalerio
Jacob Kantor,Folu Ogunyeye,"7/1/26, 11:47 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/folu-ogunyeye
Jacob Kantor,Helen Zou,"6/30/26, 9:40 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/helen-zou-b09a267b
Jacob Kantor,Connor Molloy,"6/30/26, 9:39 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/connor-molloy-291652264
Jacob Kantor,Salman Khan (PhD),"6/30/26, 9:38 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/salman-khan-phd
Jacob Kantor,Jessica Milton,"6/30/26, 9:38 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jessica-milton-a3b5a367
Jacob Kantor,Morris Williams,"6/30/26, 11:56 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/morris-williams-50bb1015
Jacob Kantor,Rob Miller,"6/30/26, 11:23 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/rob-miller-61199a3
Jacob Kantor,Narender Ramireddy,"6/30/26, 11:24 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/narender-ramireddy-cto
Jacob Kantor,Laura Fisher,"6/30/26, 11:07 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/laura-fisher-08537092
Jacob Kantor,Tomoko Matsukawa,"6/30/26, 8:46 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/tomokomatsukawa
Jacob Kantor,"Venissia Garcia, Ed.D.","6/30/26, 6:27 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/venissia-garcia-ed-d-ba207914a
Jacob Kantor,Michelle Martinello,"6/30/26, 6:27 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/michelle-martinello-4b2603318
Jacob Kantor,John Della Fortuna,"6/30/26, 6:27 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/john-della-fortuna-4a1b945a
Jacob Kantor,Bryan Phillips,"6/30/26, 6:26 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/bryanphillips
Jacob Kantor,"Rosalinda Nava,MBA,SPHR,SHRM-CP,PCC","6/30/26, 6:26 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/rose-nava
Jacob Kantor,Jill Grace,"6/29/26, 10:00 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jill-grace-51223927a
Jacob Kantor,"Anna Phillips, M. Ed.","6/29/26, 10:00 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/anna-phillips-m-ed-a20178115
Jacob Kantor,John  Austin,"6/29/26, 10:00 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/john-austin-a894983a7
Jacob Kantor,Deborah Ruddock,"6/29/26, 10:00 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/deborah-ruddock-66971516
Jacob Kantor,Chris Prince,"6/29/26, 10:00 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/chris-prince-8316385
Jacob Kantor,Scott Turnbull,"6/29/26, 10:00 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/scott-turnbull-70878762
Jacob Kantor,Heather Vennes,"6/29/26, 10:00 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/heather-vennes-627b6147
Jacob Kantor,Javier  Hernandez,"6/29/26, 10:00 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/javier-hernandez-21a858255
Jacob Kantor,Camille Alshaer,"6/29/26, 10:00 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/camille-alshaer-0b05243b2
Jacob Kantor,Aaron Heinz,"6/29/26, 10:00 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/aaron-heinz-8b2b682a8
Jacob Kantor,Jesse M Najera,"6/29/26, 10:00 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jesse-m-najera-a06a26295
Jacob Kantor,Kerry Raczka,"6/29/26, 10:00 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kerry-raczka-41009499
Jacob Kantor,Frank D'Amico  CD1,"6/29/26, 9:59 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/frank-d-amico-cd1-084b1747
Jacob Kantor,Luis Alonso Ubillas,"6/29/26, 9:34 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/lubillas
Jacob Kantor,Kevin Moran,"6/29/26, 9:23 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kevinmmoran
Jacob Kantor,John Kruthoffer,"6/29/26, 6:04 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/john-kruthoffer-8383844
Jacob Kantor,Kimberly Russell,"6/29/26, 4:58 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kimberly-russell-a57878b
Jacob Kantor,"Amanda Leich, M.Ed","6/29/26, 4:33 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/amandaleich
Jacob Kantor,Kimia Hamidi,"6/29/26, 9:51 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/hkimia
Jacob Kantor,Mae Hwee Teo,"6/29/26, 9:51 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/mae-hwee-teo
Jacob Kantor,Mitchell Stockwell,"6/29/26, 9:51 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/mitchell-stockwell-179108194
Jacob Kantor,Josh Keding,"6/29/26, 9:51 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/josh-keding-80b12549
Jacob Kantor,Jonathan Hulbert,"6/29/26, 9:33 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/hulbertjonathan
Jacob Kantor,Kimberly Gudinas,"6/29/26, 9:33 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kimberly-gudinas-b7a2684a
Jacob Kantor,"Levi Robinson, Ed. S.","6/29/26, 9:33 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/levi-robinson-ed-s-4b6b0670
Jacob Kantor,Taylor Watkins,"6/29/26, 9:30 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/taylor-watkins-0140ab194
Jacob Kantor,"Roberta Roth Lenarz,  MBA","6/29/26, 9:29 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/robertalenarz
Jacob Kantor,"Maria Athanasiou, M.Ed., OCT","6/29/26, 9:28 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/maria-athanasiou-m-ed-oct-769ab920a
Jacob Kantor,Lindsay Powers,"6/29/26, 9:28 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/powerslindsay
Jacob Kantor,Kate Broughton M.Ed.,"6/29/26, 9:27 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kate-broughton-m-ed-3891054
Jacob Kantor,"John Gartin, MOL, MA","6/29/26, 9:27 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/john-g-gartin
Jacob Kantor,David Parrish,"6/29/26, 9:27 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/david-parrish-767a35b1
Jacob Kantor,Charbel Haddad - Learning Guide and Technologist,"6/29/26, 9:27 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/charbsinfo
Jacob Kantor,Cecilia Fernandez,"6/29/26, 9:26 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/cecilia-fernandez-9b6736141
Jacob Kantor,Cal Armstrong,"6/29/26, 9:26 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/calarmstrong
Jacob Kantor,C. Harun Böke,"6/29/26, 9:26 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/charunboke
Jacob Kantor,Amanda Brougham-Pickard,"6/29/26, 9:25 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/amanda-brougham-pickard-77635131
Jacob Kantor,"Tom Semko, Ed.D","6/29/26, 9:25 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/thomas-semko
Jacob Kantor,Leslie Bondaryk,"6/29/26, 7:21 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/lbondaryk
Jacob Kantor,Randy Rininger Kline,"6/29/26, 12:06 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/randy-rininger
Jacob Kantor,Jim Mayers,"6/29/26, 12:06 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/mayersjim
Jacob Kantor,Kristin Wilson,"6/28/26, 9:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kristin-wilson-35066386
Jacob Kantor,"Christopher Murphy, Ed.D ","6/28/26, 2:08 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/drchrismurphy
Jacob Kantor,Sharhonda Bossier,"6/28/26, 9:53 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/sharhonda-bossier-92a40a65
Jacob Kantor,"Kristie Clements, M.A., C-SLCT","6/28/26, 8:38 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kristie-literacy-advocate
Jacob Kantor,José Viana,"6/28/26, 8:38 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/josé-viana-edd
Jacob Kantor,Brian DeRose,"6/28/26, 8:38 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/brian-derose-a4058377
Jacob Kantor,Royce Avery,"6/28/26, 8:38 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/roycedavery
Jacob Kantor,Nicole Ossenfort,"6/28/26, 8:38 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/nicole-ossenfort
Jacob Kantor,Steve Isaacs,"6/27/26, 10:36 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/steve-isaacs
Jacob Kantor,"Angela Ritchie, M.Ed.","6/27/26, 7:53 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/angela-ritchie-m-ed-28282a14
Jacob Kantor,"Jess Wilkinson, M.Ed.L.","6/27/26, 7:53 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jessicalwilkinson
Jacob Kantor,Will Juarez,"6/27/26, 7:53 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/willj6
Jacob Kantor,Kelsey Putney,"6/27/26, 7:53 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kelsey-putney-b01245417
Jacob Kantor,Kavan Edwards,"6/27/26, 7:53 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kavan-edwards
Jacob Kantor,Mark Driscoll,"6/27/26, 7:53 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/mark-driscoll-b93643164
Jacob Kantor,Katherine León Childress,"6/27/26, 6:54 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/klchildress
Jacob Kantor,Andy Xiong,"6/27/26, 5:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/andyxiong
Jacob Kantor,Paul Eckert,"6/27/26, 5:44 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/paul-eckert-6a2a8a418
Jacob Kantor,John Malloy,"6/27/26, 5:43 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/john-malloy-334b5828
Jacob Kantor,Elizabeth St. Onge,"6/27/26, 5:43 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/elizabeth-st-onge
Jacob Kantor,Noelle Ng,"6/27/26, 4:57 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/noelle-ng-422a328
Jacob Kantor,Rick Oser,"6/27/26, 10:33 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/rick-oser-a252041ba
Jacob Kantor,Nate Leslie,"6/26/26, 2:49 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/nate-leslie-565844245
Jacob Kantor,RJ Zablotny,"6/26/26, 2:49 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/rjzablotny
Jacob Kantor,Elaine Reichert,"6/26/26, 1:49 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/elaine-reichert-53902712
Jacob Kantor,Sergio Molina,"6/26/26, 1:48 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/sergio-molina-0b5302113
Jacob Kantor,Dinithi Ahinsa,"6/26/26, 9:38 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dinithi-ahinsa-60681a218
Jacob Kantor,Chris Bogie,"6/26/26, 8:36 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/bogiechris
Jacob Kantor,Rob Semos,"6/26/26, 8:36 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/rob-s-9b1a1470
Jacob Kantor,Lauren Meek,"6/26/26, 8:36 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/lauren-m-32b411210
Jacob Kantor,Kate Swistowicz,"6/26/26, 8:36 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kate-swistowicz-9795b415
Jacob Kantor,Dylan Stowell,"6/26/26, 8:36 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dylanstowell
Jacob Kantor,Mark Alvarado,"6/26/26, 8:35 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/mark-a-84a64b1a7
Jacob Kantor,Paige Mitchell,"6/25/26, 10:25 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/paigedmitchell
Jacob Kantor,Katie McCormick,"6/25/26, 10:25 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/katie-mccormick-845b36308
Jacob Kantor,Kendall Slaughter,"6/25/26, 10:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kendall-slaughter
Jacob Kantor,Chris Bullock,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/cjbullock
Jacob Kantor,Natalia Knop,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/natalia-knop
Jacob Kantor,Jewel Sy Dominguez,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jewel-sy-dominguez-1220a92a9
Jacob Kantor,Bence Kovács,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kovbe11
Jacob Kantor,  Mohammed Faizaan,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/aulisius
Jacob Kantor,Michael Robinson,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/michael-robinson-93221659
Jacob Kantor,Zach Mahone 💫,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/zach-mahone-💫-42babb46
Jacob Kantor,Lasha Shubitidze,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/lasha-shubitidze
Jacob Kantor,Luke Murray,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/luke-murray-39b661174
Jacob Kantor,Florian  Wüest,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/florian-wüest-099b42134
Jacob Kantor,Mary Beth Lutz,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/mary-beth-lutz-9a1044186
Jacob Kantor,Patrick O'Neill,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/oneillpa
Jacob Kantor,Max Rampulla,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/max-rampulla
Jacob Kantor,Helen J.,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/helenjoel
Jacob Kantor,Morgan Nicolao,"6/25/26, 9:23 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/morgan-nicolao918
Jacob Kantor,Hagel Alejandro,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/hagel-alejandro-62a0663b3
Jacob Kantor,Aaron Bhatt,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/aaron-b-a30a8961
Jacob Kantor,Talia Ramella,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/talia-ramella
Jacob Kantor,Jordan Kindler,"6/25/26, 9:24 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jkind7
Jacob Kantor,Dmytro Mozolevskyi,"6/25/26, 9:23 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dmytro-mozolevskyi-02385556
Jacob Kantor,Charlene Hwang,"6/25/26, 9:23 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/charlene-hwang
Jacob Kantor,James Cantor,"6/25/26, 9:23 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/james-cantor
Jacob Kantor,Kusal Kithul-Godage,"6/25/26, 9:23 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kusal-kithul-godage
Jacob Kantor,John X. Lor,"6/25/26, 9:23 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/johnxlor
Jacob Kantor,"Brooke Southern, M. Ed. Leadership","6/25/26, 9:23 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/brooke-southern-m-ed-leadership-177757418
Jacob Kantor,Gregg Kelley,"6/25/26, 9:23 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/greggkelleyepm
Jacob Kantor,Allison Slater Tate,"6/25/26, 9:23 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/allison-slater-tate
Jacob Kantor,Emily Scudiere,"6/25/26, 8:32 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/emilyscudiere
Jacob Kantor,Aidan Butler,"6/25/26, 7:39 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/aidan-butler-4096a8132
Jacob Kantor,Chris Peluso,"6/25/26, 7:39 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/chrispeluso
Jacob Kantor,Emily De Roche,"6/25/26, 7:39 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/emily-de-roche-a5825b79
Jacob Kantor,Aryanna Mello,"6/25/26, 7:39 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/aryanna-mello
Jacob Kantor,Gerardo Moreno,"6/24/26, 10:55 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/gerardo-moreno-25025554
Jacob Kantor,"Krista Tate, M.Ed","6/24/26, 8:49 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/kristaroxannetate11
Jacob Kantor,Jayne Tinney,"6/24/26, 5:29 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jayne-tinney-16715575
Jacob Kantor,Tim Lee,"6/24/26, 5:28 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/timrlee
Jacob Kantor,Gina Schuyler,"6/24/26, 5:28 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/gina-schuyler-a4700791
Jacob Kantor,Dr. Christian Sawyer,"6/24/26, 5:27 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/csawyeredd
Jacob Kantor,Jon Huricks,"6/24/26, 4:19 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jon-huricks-4297811a8
Jacob Kantor,Uma Sankar Reddy,"6/24/26, 4:18 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/umasankarc
Jacob Kantor,Ashish Gupta,"6/24/26, 4:18 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/ashish-gupta-3b909814
Jacob Kantor,Luis Esquivel,"6/24/26, 4:18 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/luisesquivelvieyra
Jacob Kantor,"Barbara Hagerty, Ed.D.","6/24/26, 4:18 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/drbarbarahagerty
Jacob Kantor,Jason Laumer,"6/24/26, 4:18 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jason-laumer-5066a78
Jacob Kantor,"Lorie Squalls, Ed.D.","6/24/26, 4:18 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/loriesqualls
Jacob Kantor,Dr. Stephanie L.  Amaya,"6/24/26, 4:18 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dr-stephanie-l-amaya-ba4ba796
Jacob Kantor,Jennifer Sheldon,"6/24/26, 4:18 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jennifer-sheldon-3704a829
Jacob Kantor,Michelle Pascale,"6/24/26, 4:18 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/michelle-pascale
Jacob Kantor,Christina Ondaro,"6/24/26, 12:07 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/christina-ondaro-74665992
Jacob Kantor,Dr. Carmen S. Concepción,"6/24/26, 12:06 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/drcarmensconcepcion
Jacob Kantor,Jamie Conn,"6/24/26, 8:40 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jamie-conn-529757191
Jacob Kantor,Garth Vickers,"6/24/26, 8:40 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/garthvickers
Jacob Kantor,Anthony Galgano,"6/24/26, 8:40 AM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/anthony-galgano-69a556171
Jacob Kantor,Hannah Maruyama - Degree Free,"6/23/26, 9:06 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/hannahmaruyama
Jacob Kantor,Meghan Albanese,"6/23/26, 9:04 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/meghan-albanese-749a2071
Jacob Kantor,Rhianon E. Gutierrez,"6/23/26, 9:02 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/rhianonelan
Jacob Kantor,Josh Tovar,"6/23/26, 9:02 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/josh-tovar-a7228623b
Jacob Kantor,Sandy O'Neil,"6/23/26, 7:48 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/sandy-o-neil-19061422
Jacob Kantor,Christy Wolfe,"6/23/26, 7:00 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/christy-wolfe-11ab3a10
Jacob Kantor,"Timothy Purnell, EdD","6/23/26, 6:51 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/drpurnell
Jacob Kantor,Lindsay Falkenberg-Mantilla,"6/23/26, 4:54 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/lmfalkenberg
Jacob Kantor,Alana Colabella,"6/23/26, 3:59 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/alana-colabella
Jacob Kantor,Dan Schwartzman,"6/23/26, 3:46 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/dan-schwartzman
Jacob Kantor,"Elizabeth Castillo-Guajardo, Ph.D","6/23/26, 2:38 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/elizabeth-castillo-guajardo
Jacob Kantor,James Whitfield Ed.D.,"6/23/26, 1:45 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/jamesewhitfield
Jacob Kantor,"Clint Von Gundy, M.A.","6/23/26, 1:39 PM",,OUTGOING,https://www.linkedin.com/in/thejacobkantor,https://www.linkedin.com/in/ctvongundy
